index,article_id,article_span,span_start,span_end,tAnger,tFear,tJoy,tSadness,tValence,tEmotion,tEmotionScore,tSentiment,tSentimentScore,label
6055,999000675,Death to America,544,560,0.508,0.579,0.222,0.676,0.336,sadness,7,negative,-1,Loaded_Language
6056,999000675,Death to America,1205,1221,0.508,0.579,0.222,0.676,0.336,sadness,7,negative,-1,Loaded_Language
6057,999000849,"to   ""  rush  ""   the border",943,963,0.432,0.347,0.283,0.369,0.451,anger,4,negative,-1,Repetition
6058,999000849,"to   ""  rush  ""   the border",630,651,0.432,0.347,0.283,0.369,0.451,anger,4,negative,-1,Loaded_Language
6059,999000849,"to   ""  rush  ""   the border",943,963,0.432,0.347,0.283,0.369,0.451,anger,4,negative,-1,Loaded_Language
6060,999000849,clustered around,2547,2564,0.343,0.336,0.375,0.432,0.452,sadness,4,negative,-1,Loaded_Language
6061,999000849,caravan migrants,3370,3386,0.367,0.412,0.288,0.406,0.475,fear,4,negative,-1,Repetition
6062,999000849,arduous trip,2724,2737,0.402,0.455,0.326,0.483,0.388,sadness,5,negative,-1,Loaded_Language
6063,999000849,sheer,3967,3973,0.359,0.415,0.361,0.438,0.466,sadness,4,negative,-1,Loaded_Language
6064,999000870,migrant caravan hea,3811,3831,0.394,0.469,0.223,0.437,0.448,fear,5,negative,-1,Repetition
6065,999000880,We need people in our country,3114,3143,0.349,0.452,0.355,0.444,0.517,no specific emotion,0,neutral,0,Flag-Waving
6066,999000880,sheer,2704,2710,0.359,0.415,0.361,0.438,0.466,sadness,4,negative,-1,Loaded_Language
6067,999000894,President Trump has initiated the military to protect our border from the invading migrants,94,185,0.411,0.496,0.298,0.386,0.506,no specific emotion,0,neutral,0,Flag-Waving
6068,999000894,Anyone who doubts this is an invasion only need look at the size of the caravan and those that make up the majority of those marching towards our border,475,627,0.469,0.482,0.22,0.414,0.419,fear,5,negative,-1,Appeal_to_fear-prejudice
6069,999000894,will overtake the border,740,764,0.385,0.383,0.251,0.401,0.476,sadness,4,negative,-1,Loaded_Language
6070,999000894,suppress them with brutal force,4245,4276,0.511,0.452,0.176,0.477,0.319,anger,5,negative,-1,Loaded_Language
6071,999000894,invading,168,177,0.394,0.416,0.305,0.456,0.435,sadness,5,negative,-1,Loaded_Language
6072,999000894,razor-sharp,899,911,0.41,0.444,0.316,0.433,0.399,fear,4,negative,-1,Loaded_Language
6073,999000894,sheer,4927,4933,0.359,0.415,0.361,0.438,0.466,sadness,4,negative,-1,Loaded_Language
6074,999000894,beautiful,5185,5194,0.216,0.182,0.56,0.219,0.68,joy,6,positive,1,Loaded_Language
6075,999000894,beautiful sight,5557,5572,0.201,0.123,0.628,0.123,0.776,joy,6,very positive,2,Loaded_Language
6076,999001032,"a part of the crazy, crazy, crazies",491,526,0.523,0.482,0.361,0.394,0.4,anger,5,negative,-1,"Name_Calling,Labeling"
6077,999001032,"a   ""  F***ed up,  ""     ""  cracker state",861,890,0.55,0.388,0.333,0.476,0.387,anger,6,negative,-1,"Name_Calling,Labeling"
6078,999001032,that will never happen,2565,2587,0.437,0.479,0.283,0.501,0.461,sadness,5,negative,-1,Repetition
6079,999001032,"a   ""  cracker state",2882,2898,0.396,0.411,0.327,0.391,0.496,no specific emotion,0,neutral,0,"Name_Calling,Labeling"
6080,999001032,"a   ""  crazy, crazy,  ""   Democrat",4210,4236,0.521,0.451,0.319,0.403,0.401,anger,5,negative,-1,"Name_Calling,Labeling"
6081,999001032,a part of the crazy crazy crazies,4331,4364,0.491,0.517,0.344,0.383,0.412,fear,5,negative,-1,"Name_Calling,Labeling"
6082,999001032,a Progressive,465,478,0.317,0.367,0.353,0.381,0.553,joy,4,positive,1,"Name_Calling,Labeling"
6083,999001032,You whip   '  em up,549,564,0.501,0.327,0.308,0.351,0.416,anger,5,negative,-1,Loaded_Language
6084,999001032,"What we found in the Gillum campaign was just what we found in Missouri, Tennessee and Arizona, a candidate lying to the voters he needs to win the election",1415,1571,0.405,0.468,0.256,0.374,0.466,fear,5,negative,-1,Doubt
6085,999001032,are f***ed up,2847,2860,0.678,0.411,0.21,0.59,0.264,anger,7,very negative,-2,Loaded_Language
6086,999001032,whip them up,607,620,0.445,0.257,0.315,0.394,0.402,anger,4,negative,-1,Loaded_Language
6087,999001032,"Omar Smith, who says he went to college with Gillum, reveals Gillum cannot fulfill his campaign promises even if he wanted to",1727,1852,0.415,0.386,0.197,0.382,0.455,anger,4,negative,-1,Appeal_to_Authority
6088,999001032,"Whip up  ""   the poor into a   ""  frenzy",3003,3036,0.495,0.503,0.271,0.471,0.378,fear,5,negative,-1,Loaded_Language
6089,999001032,"whip  ""   lower income individuals   ""  into a frenzy",3166,3211,0.478,0.502,0.242,0.466,0.36,fear,5,negative,-1,Loaded_Language
6090,999001032,whip them up into a frenzy,3280,3307,0.499,0.408,0.295,0.403,0.366,anger,5,negative,-1,Loaded_Language
6091,999001032,whip   '  em up,3226,3237,0.478,0.313,0.33,0.354,0.425,anger,5,negative,-1,Loaded_Language
6092,999001032,whip up,3454,3462,0.443,0.339,0.343,0.396,0.409,anger,4,negative,-1,Loaded_Language
6093,999001032,You have to appeal to white guilt,3770,3803,0.524,0.488,0.056,0.541,0.229,sadness,5,very negative,-2,Repetition
6094,999001032,Gillum Makes Promises He Can  '  t Keep,0,35,0.351,0.324,0.25,0.423,0.396,sadness,4,negative,-1,Doubt
6095,999001032,You have to whip them up into a frenzy in order for them to vote,595,659,0.446,0.411,0.315,0.379,0.421,anger,4,negative,-1,"Exaggeration,Minimisation"
6096,999001032,the moderates,835,848,0.3,0.355,0.296,0.291,0.538,joy,3,positive,1,"Name_Calling,Labeling"
6097,999001032,to appeal to white guilt,903,927,0.496,0.544,0.076,0.558,0.264,sadness,6,very negative,-2,Loaded_Language
6098,999001032,Gillum campaign makes promises it knows it can  '  t keep,1574,1627,0.37,0.35,0.237,0.427,0.449,sadness,4,negative,-1,Doubt
6099,999001032,reveals Gillum cannot fulfill his campaign promises even if he wanted to,1780,1852,0.42,0.38,0.232,0.412,0.422,anger,4,negative,-1,Doubt
6100,999001032,"When asked how Gillum would fund all the programs he says he wants to fund, Smith says Gillum   ""  can  '  t",1854,1954,0.399,0.304,0.227,0.349,0.455,anger,4,negative,-1,Doubt
6101,999001032,Smith explains that most of Gillum  '  s campaign promises could never be implemented,2201,2282,0.337,0.363,0.214,0.366,0.439,sadness,4,negative,-1,Doubt
6102,999001032,"So, let  '  s go back to Mr. Gillum  '  s platform, right?
Raise the corporate tax in Florida from 7 to 11 percent.
That will never happen.
Raise teacher  '  s pay to $50,000, that will never happen.
Give me another position.
Medicare for all, that will never happen",2333,2587,0.434,0.366,0.25,0.403,0.413,anger,4,negative,-1,Doubt
6103,999001032,"Whip up  ""   the poor into a   ""  frenzy in order for them to vote",3003,3061,0.496,0.491,0.242,0.435,0.401,anger,5,negative,-1,"Exaggeration,Minimisation"
6104,999001032,Gillum  '  s fairy tale platform,3117,3145,0.229,0.237,0.464,0.31,0.558,joy,5,positive,1,"Name_Calling,Labeling"
6105,999001032,"whip  ""   lower income individuals   ""  into a frenzy",3166,3211,0.478,0.502,0.242,0.466,0.36,fear,5,negative,-1,Repetition
6106,999001032,"You whip   '  em up.
The poor, the middle income.
You have to whip them up into a frenzy in order for them to vote",3222,3332,0.489,0.45,0.262,0.408,0.387,anger,5,negative,-1,"Exaggeration,Minimisation"
6107,999001032,"needs to appeal to   ""  white guilt",3707,3738,0.511,0.623,0.056,0.582,0.266,fear,6,very negative,-2,Loaded_Language
6108,999001032,You have to appeal to white guilt,3770,3803,0.524,0.488,0.056,0.541,0.229,sadness,5,very negative,-2,Loaded_Language
6109,999001032,be]cause that  '  s what it is,3806,3832,0.358,0.284,0.371,0.382,0.552,joy,4,positive,1,Thought-terminating_Cliches
6110,999001032,you are way out of left field,4168,4197,0.48,0.243,0.325,0.431,0.336,anger,5,negative,-1,Loaded_Language
6111,999001032,"We don  '  t, do we have to let [the voters] know what the agenda is ahead of time?
We can  '  t... We cannot... You alienate everybody",3962,4085,0.503,0.472,0.201,0.45,0.345,anger,5,negative,-1,Appeal_to_fear-prejudice
6112,999001032,a part of the crazy crazy crazies,4331,4364,0.491,0.517,0.344,0.383,0.412,fear,5,negative,-1,Repetition
6113,999001032,Gillum had to campaign on values he does not really believe,4473,4532,0.373,0.332,0.198,0.381,0.391,sadness,4,negative,-1,Doubt
6114,999001032,left of center,4701,4715,0.338,0.361,0.153,0.43,0.42,sadness,4,negative,-1,Repetition
6115,999001032,left of center,4586,4600,0.338,0.361,0.153,0.43,0.42,sadness,4,negative,-1,"Name_Calling,Labeling"
6116,999001032,"left, not left of center",4618,4642,0.375,0.316,0.23,0.362,0.404,anger,4,negative,-1,"Name_Calling,Labeling"
6117,999001032,left of center,4701,4715,0.338,0.361,0.153,0.43,0.42,sadness,4,negative,-1,"Name_Calling,Labeling"
6118,999001032,the moderates,5503,5517,0.3,0.355,0.296,0.291,0.538,joy,3,positive,1,"Name_Calling,Labeling"
6119,999001032,the gun-toting people,5521,5543,0.462,0.512,0.259,0.428,0.389,fear,5,negative,-1,"Name_Calling,Labeling"
6120,999001032,But I don  '  t think he can say it just [be]cause he  '  s trying to get the moderates and the gun-toting people in North Florida,5437,5559,0.435,0.462,0.215,0.389,0.408,fear,5,negative,-1,Doubt
6121,999001032,whip them up,607,620,0.445,0.257,0.315,0.394,0.402,anger,4,negative,-1,Repetition
6122,999001032,F***ed up,864,873,0.634,0.475,0.247,0.607,0.306,anger,6,negative,-1,Loaded_Language
6123,999001032,a progressive,4310,4323,0.317,0.367,0.353,0.381,0.553,joy,4,positive,1,"Name_Calling,Labeling"
6124,999001033,"a  "" F***ed up, ""   "" cracker state",1245,1274,0.55,0.388,0.333,0.476,0.387,anger,6,negative,-1,Repetition
6125,999001033,The rules in Florida are f***ed up,1392,1426,0.534,0.425,0.249,0.482,0.317,anger,5,negative,-1,Loaded_Language
6126,999001033,to appeal to white guilt,2460,2484,0.496,0.544,0.076,0.558,0.264,sadness,6,very negative,-2,Repetition
6127,999001033,"if Gillum is elected, none of the things outlined in his platform would happen.
He says that   ""  that  '  s not for [voters] to know",537,662,0.386,0.43,0.185,0.367,0.436,fear,4,negative,-1,Doubt
6128,999001033,"Not for voters to know ""  programs won ' t happen",827,872,0.387,0.377,0.188,0.383,0.428,anger,4,negative,-1,Doubt
6129,999001033,"You whip  ' em up.
The poor, the middle income.
You have to whip them up into a frenzy in order for them to vote",1114,1224,0.489,0.45,0.262,0.408,0.387,anger,5,negative,-1,"Exaggeration,Minimisation"
6130,999001033,to appeal to white guilt,1287,1311,0.496,0.544,0.076,0.558,0.264,sadness,6,very negative,-2,Loaded_Language
6131,999001033,a f***ed up ass state,1445,1466,0.763,0.502,0.268,0.657,0.263,anger,8,very negative,-2,Repetition
6132,999001033,a cracker state,1473,1488,0.42,0.451,0.353,0.393,0.445,fear,5,negative,-1,Repetition
6133,999001033,to appeal to white guilt,2460,2484,0.496,0.544,0.076,0.558,0.264,sadness,6,very negative,-2,Loaded_Language
6134,999001033,But I don  '  t think he can say it just [be]cause he  '  s trying to get the moderates and the gun-toting people in North Florida,3140,3262,0.435,0.462,0.215,0.389,0.408,fear,5,negative,-1,Doubt
6135,999001033,the gun-toting people,3224,3246,0.462,0.512,0.259,0.428,0.389,fear,5,negative,-1,"Name_Calling,Labeling"
6136,999001033,wall-to-wall coverage in the media eviscerating Gilllum,3560,3616,0.444,0.454,0.311,0.474,0.395,sadness,5,negative,-1,Loaded_Language
6137,999001033,white voters,3735,3748,0.371,0.321,0.26,0.391,0.48,no specific emotion,0,neutral,0,"Name_Calling,Labeling"
6138,999001033,"if Gillum is elected, none of the things outlined in his platform would happen",537,615,0.327,0.394,0.203,0.367,0.45,fear,4,negative,-1,Appeal_to_fear-prejudice
6139,999001033,"a  "" F***ed up ""   "" cracker state",939,967,0.563,0.4,0.311,0.497,0.373,anger,6,negative,-1,Loaded_Language
6140,999001033,"a  "" F***ed up, ""   "" cracker state",1245,1274,0.55,0.388,0.333,0.476,0.387,anger,6,negative,-1,Loaded_Language
6141,999001033,a f***ed up ass state,1445,1466,0.763,0.502,0.268,0.657,0.263,anger,8,very negative,-2,Loaded_Language
6142,999001033,a cracker state,1473,1488,0.42,0.451,0.353,0.393,0.445,fear,5,negative,-1,Loaded_Language
6143,999001033,racial slur,3713,3725,0.503,0.384,0.191,0.495,0.382,anger,5,negative,-1,Loaded_Language
6144,999001188,He  '  ll be back.,1888,1902,0.296,0.324,0.348,0.31,0.56,joy,3,positive,1,Thought-terminating_Cliches
6145,999001188,"Say,   '  Hola  '   To Trump  '  s RAZOR Wire",30,63,0.381,0.308,0.372,0.333,0.5,no specific emotion,0,neutral,0,Loaded_Language
6146,999001188,migrants taunting security forces,90,124,0.512,0.526,0.218,0.506,0.398,fear,5,negative,-1,Loaded_Language
6147,999001188,the border-crashers,384,404,0.333,0.334,0.296,0.34,0.46,sadness,3,negative,-1,"Name_Calling,Labeling"
6148,999001188,no climbers anymore under our Administration,735,779,0.431,0.392,0.202,0.445,0.384,sadness,4,negative,-1,Slogans
6149,999001188,They couldn  '  t have been more wrong,1374,1408,0.423,0.359,0.343,0.499,0.395,sadness,5,negative,-1,"Exaggeration,Minimisation"
6150,999001188,knocked out,1463,1475,0.318,0.247,0.286,0.399,0.417,sadness,4,negative,-1,Loaded_Language
6151,999001188,border-crashers,388,404,0.397,0.377,0.244,0.426,0.44,sadness,4,negative,-1,Loaded_Language
6152,999001226,By the way,2014,2024,0.307,0.21,0.379,0.306,0.515,no specific emotion,0,neutral,0,Thought-terminating_Cliches
6153,999001226,No evidence of fraud in #FloridaElection,3572,3612,0.45,0.409,0.186,0.419,0.428,anger,4,negative,-1,Doubt
6154,999001226,"Why she wasn ' t fired a long time ago is beyond anyone ' s ability to answer, but Broward County election supervisor Brenda Snipes has resigned amid what is clearly voter fraud that she oversaw",83,273,0.511,0.532,0.164,0.486,0.332,fear,5,negative,-1,Doubt
6155,999001226,"full of botched elections, legal disputes and blistering criticism",611,677,0.525,0.511,0.263,0.52,0.37,anger,5,negative,-1,Loaded_Language
6156,999001226,passion and honor,1838,1855,0.222,0.21,0.489,0.401,0.616,joy,5,positive,1,Loaded_Language
6157,999001226,She should be ready for prison bars after the fiasco she has created,2196,2264,0.49,0.448,0.304,0.43,0.459,anger,5,negative,-1,"Exaggeration,Minimisation"
6158,999001226,"Now that federal prosecutors have gotten involved, perhaps it ' s time to quit talking about it and actually arrest this woman and charge her with crimes against the people of Broward County before more people end up dead in Broward County over their corrupt voting practices",5157,5430,0.61,0.591,0.176,0.533,0.316,anger,6,negative,-1,Flag-Waving
6159,999001226,tumultuous election,485,505,0.435,0.512,0.274,0.447,0.45,fear,5,negative,-1,Loaded_Language
6160,999001226,fiasco,2242,2249,0.487,0.394,0.152,0.469,0.278,anger,5,very negative,-2,Loaded_Language
6161,999001226,"a county whose supervisor of elections has a history of losing ballots and breaking laws by allowing illegal immigrants and felons to vote, as well as illegally destroying ballots",2475,2654,0.623,0.509,0.173,0.474,0.41,anger,6,negative,-1,Flag-Waving
6162,999001226,"She ignored a court order, mixed invalid provisional ballots in with valid ones, and destroyed ballots, but don ' t worry, a Democrat attorney says that doing so has nothing to do with fraud or corruption",4953,5155,0.554,0.539,0.116,0.473,0.362,anger,6,negative,-1,Doubt
6163,999001226,"Now that federal prosecutors have gotten involved, perhaps it ' s time to quit talking about it and actually arrest this woman and charge her with crimes against the people of Broward County before more people end up dead in Broward County over their corrupt voting practices",5157,5430,0.61,0.591,0.176,0.533,0.316,anger,6,negative,-1,Appeal_to_fear-prejudice
6164,999001241,We need people in our country,2211,2240,0.349,0.452,0.355,0.444,0.517,no specific emotion,0,neutral,0,Flag-Waving
6165,999001241,what appears to be voter fraud and election meddling and manipulation,166,236,0.542,0.523,0.128,0.48,0.345,anger,5,negative,-1,Loaded_Language
6166,999001241,migrant caravan,526,542,0.307,0.37,0.344,0.367,0.515,no specific emotion,0,neutral,0,Repetition
6167,999001287,GOP wants to Florida and Georgia stolen,141,180,0.437,0.461,0.166,0.424,0.371,fear,5,negative,-1,Flag-Waving
6168,999001287,"Some people point to Brenda Snipes, Broward  '  s Elections chief, for her troubling history of election transgressions",2274,2389,0.519,0.424,0.164,0.442,0.347,anger,5,negative,-1,Doubt
6169,999001287,Democratic ineptitude or deception,4656,4691,0.39,0.417,0.182,0.407,0.427,fear,4,negative,-1,Loaded_Language
6170,999001287,"It looks like Democrats may have hurt their own interests by misleading their voters.
They may have believed that they were supplying the correct information, but they still should not have altered official documents without verifying that they were right, which they weren  '  t",4308,4583,0.553,0.476,0.078,0.488,0.295,anger,6,very negative,-2,Doubt
6171,999001287,"Bradley McVay, DOS interim general counsel, asked attorneys in Florida to investigate the conflicting dates.
  ""  Altering a form in a manner that provides the incorrect date for a voter to cure a defect ... imposes a burden on the voter significant enough to frustrate the voter  '  s ability to vote,  ""   McVay wrote in a letter, sent on Nov. 9 and publicly released on Tuesday",3424,3790,0.54,0.527,0.191,0.491,0.403,anger,5,negative,-1,Appeal_to_Authority
6172,999001293,This is a disgrace,409,427,0.703,0.542,0.136,0.682,0.185,anger,7,very negative,-2,Thought-terminating_Cliches
6173,999001293,"Have you ever heard of a close election in which a recount and   ""  found  ""   ballots gave the Republican victory",429,535,0.402,0.424,0.28,0.333,0.518,no specific emotion,0,neutral,0,Doubt
6174,999001293,Every vote must be counted,380,406,0.393,0.257,0.294,0.348,0.529,joy,3,positive,1,Thought-terminating_Cliches
6175,999001293,This is a disgrace,409,427,0.703,0.542,0.136,0.682,0.185,anger,7,very negative,-2,Loaded_Language
6176,999001293,This massive Democrat voter fraud could be the end of our free republic,1129,1200,0.533,0.613,0.174,0.488,0.425,fear,6,negative,-1,"Exaggeration,Minimisation"
6177,999001293,outrage,2307,2315,0.675,0.605,0.161,0.616,0.269,anger,7,very negative,-2,Repetition
6178,999001293,back in play,2923,2935,0.29,0.272,0.375,0.383,0.51,no specific emotion,0,neutral,0,Loaded_Language
6179,999001293,Mayor Gillum conceded on Election Day and now Broward County has put him   '  back in play.  '   Bill Nelson conceded Election  -  now he  '  s back in play,2849,2991,0.413,0.316,0.358,0.394,0.512,no specific emotion,0,neutral,0,Doubt
6180,999001293,This massive Democrat voter fraud could be the end of our free republic,1129,1200,0.533,0.613,0.174,0.488,0.425,fear,6,negative,-1,Appeal_to_fear-prejudice
6181,999001293,This is an embarrassment to our County and to Democracy,2994,3049,0.481,0.565,0.191,0.548,0.339,fear,6,negative,-1,Flag-Waving
6182,999001296,It is high time,86,102,0.311,0.314,0.51,0.329,0.609,joy,5,positive,1,Loaded_Language
6183,999001296,on a massive scale,160,178,0.457,0.49,0.36,0.454,0.46,fear,5,negative,-1,"Exaggeration,Minimisation"
6184,999001296,the Democrats are likewise working feverishly to overturn the will of the people,384,464,0.421,0.43,0.304,0.336,0.406,fear,4,negative,-1,Flag-Waving
6185,999001296,"They are insane in their lust for power, and will destroy even our democratic system to get it",466,560,0.556,0.552,0.245,0.438,0.346,anger,6,negative,-1,"Exaggeration,Minimisation"
6186,999001296,Republicans have pointed to embattled Broward Elections chief Brenda Snipes  '   record of past election gaffes in arguing that the largely Democratic country is tilted against them  -  perhaps fraudulently so,2509,2712,0.517,0.473,0.168,0.433,0.39,anger,5,negative,-1,Doubt
6187,999001296,embattled Broward Elections chief Brenda Snipes,2537,2584,0.408,0.402,0.301,0.368,0.49,no specific emotion,0,neutral,0,"Name_Calling,Labeling"
6188,999001296,past election gaffes,2596,2617,0.359,0.337,0.21,0.413,0.497,no specific emotion,0,neutral,0,Loaded_Language
6189,999001296,point the finger,3635,3652,0.37,0.363,0.302,0.342,0.462,anger,4,negative,-1,Loaded_Language
6190,999001296,"The information was sent on Nov. 9 by Bradley McVay, DOS  '   interim general counsel, who asked that the altered dates be investigated.
  ""  Altering a form in a manner that provides the incorrect date for a voter to cure a defect ... imposes a burden on the voter significant enough to frustrate the voter  '  s ability to vote,  ""   McVay wrote in a letter that was sent Nov. 9 and released publicly on Tuesday",2946,3341,0.535,0.487,0.179,0.524,0.379,anger,5,negative,-1,Appeal_to_Authority
6191,999001296,massive,165,173,0.434,0.442,0.354,0.468,0.41,sadness,5,negative,-1,Loaded_Language
6192,999001296,a pro-jihad Marxist Democrat,292,321,0.462,0.48,0.305,0.43,0.458,fear,5,negative,-1,"Name_Calling,Labeling"
6193,999001296,insane,475,482,0.493,0.536,0.149,0.551,0.271,sadness,6,very negative,-2,Loaded_Language
6194,999001296,a bigger problem is the fact they actually changed one of the DOE forms,4687,4758,0.522,0.38,0.168,0.436,0.346,anger,5,negative,-1,"Whataboutism,Straw_Men,Red_Herring"
6195,999001297,the migrant caravan,2257,2277,0.318,0.39,0.342,0.36,0.477,fear,4,negative,-1,Repetition
6196,999001297,Climb Atop Fencing Effortlessly,31,63,0.261,0.262,0.42,0.266,0.582,joy,4,positive,1,Loaded_Language
6197,999001297,climbing effortlessly,242,264,0.323,0.331,0.426,0.339,0.558,joy,4,positive,1,Loaded_Language
6198,999001619,"The Guardian, an otherwise solid and reliable paper, has such a pervasive and unprofessionally personal hatred for Julian Assange that it has frequently dispensed with all journalistic standards in order to malign him",8322,8539,0.656,0.531,0.144,0.517,0.285,anger,7,very negative,-2,Doubt
6199,999001619,"the man who led Britain, on false pretences, into the largest crime against humanity in living memory  -  the attack on Iraq",11959,12081,0.533,0.55,0.206,0.459,0.382,fear,6,negative,-1,"Name_Calling,Labeling"
6200,999001619,demonising,13080,13091,0.451,0.432,0.268,0.473,0.413,sadness,5,negative,-1,Loaded_Language
6201,999001619,aggressively exploited,1522,1545,0.42,0.368,0.272,0.394,0.409,anger,4,negative,-1,Loaded_Language
6202,999001619,"According to Greenwald:   ""  If Paul Manafort ... visited Assange at the Embassy, there would be ample amounts of video and other photographic proof demonstrating that this happened.
The Guardian provides none of that",4811,5022,0.426,0.384,0.249,0.401,0.413,anger,4,negative,-1,Doubt
6203,999001619,"It appears the Guardian has simply taken this story, provided by spooks, at face value.
Even if it later turns out that Manafort did visit Assange, the Guardian clearly had no compelling evidence for its claims when it published them.
That is profoundly irresponsible journalism  -  fake news  -  that should be of the gravest concern to readers",7358,7699,0.509,0.466,0.166,0.482,0.381,anger,5,negative,-1,Doubt
6204,999001619,especial venom,10906,10921,0.393,0.318,0.363,0.404,0.441,sadness,4,negative,-1,Loaded_Language
6205,999001619,a platform overrun by Russian trolls,11422,11458,0.468,0.415,0.208,0.386,0.419,anger,5,negative,-1,"Name_Calling,Labeling"
6206,999001619,profoundly irresponsible journalism  -  fake news  -  that should be of the gravest concern to readers,7601,7699,0.544,0.508,0.12,0.554,0.348,sadness,6,negative,-1,"Name_Calling,Labeling"
6207,999001619,apparently because maintenance of the Guardian  '  s reputation is more important than Assange  '  s fate and the right of journalists to dig up embarrassing secrets without fear of being imprisoned,8992,9182,0.531,0.628,0.121,0.547,0.346,fear,6,negative,-1,Doubt
6208,999001619,"a high-level, Washington-based think-tank founded to drum up support for NATO and justify its imperialist agenda",13296,13408,0.483,0.436,0.25,0.377,0.446,anger,5,negative,-1,"Name_Calling,Labeling"
6209,999001619,"Its job is to shore up a consensus on the left for attacks on leading threats to the existing, neoliberal order",13960,14071,0.491,0.487,0.17,0.416,0.383,anger,5,negative,-1,Causal_Oversimplification
6210,999001619,vilification,17,30,0.485,0.453,0.294,0.492,0.415,sadness,5,negative,-1,Loaded_Language
6211,999001619,long-running vilification,164,190,0.472,0.463,0.372,0.49,0.502,no specific emotion,0,neutral,0,Loaded_Language
6212,999001619,Donald Trump  '  s disgraced former campaign manager,289,338,0.466,0.451,0.178,0.482,0.401,sadness,5,negative,-1,"Name_Calling,Labeling"
6213,999001619,is so full of holes that even hardened opponents of Assange in the corporate media are struggling to stand by it,428,540,0.537,0.508,0.107,0.502,0.252,anger,5,very negative,-2,"Exaggeration,Minimisation"
6214,999001619,"Faced with the backlash, the Guardian quickly  -  and very quietly  -  rowed back its initial certainty that its story was based on verified facts.
Instead, it amended the text, without acknowledging it had done so, to attribute the claims to unnamed, and uncheckable,   ""  sources",542,815,0.452,0.358,0.256,0.413,0.425,anger,5,negative,-1,Doubt
6215,999001619,"The Guardian  '  s latest story provides a supposedly stronger foundation for an existing narrative: that Assange and Wikileaks knowingly published emails hacked by Russia from the Democratic party  '  s servers.
In truth, there is no public evidence that the emails were hacked, or that Russia was involved.
Central actors have suggested instead that the emails were leaked from within the Democratic party",1072,1471,0.522,0.478,0.124,0.434,0.4,anger,5,negative,-1,Doubt
6216,999001619,Russians,2005,2013,0.387,0.416,0.287,0.427,0.458,sadness,4,negative,-1,"Name_Calling,Labeling"
6217,999001619,the head of an organisation engaged in espionage for a foreign power,2523,2591,0.396,0.436,0.264,0.356,0.48,no specific emotion,0,neutral,0,"Name_Calling,Labeling"
6218,999001619,was ridiculed,3558,3572,0.437,0.36,0.27,0.477,0.419,sadness,5,negative,-1,Loaded_Language
6219,999001619,"Even when a United Nations panel of experts in international law ruled in 2016 that Assange was being arbitrarily  -  and unlawfully  -  detained by the UK, Guardian writers led efforts to discredit the UN report",3625,3833,0.54,0.528,0.22,0.46,0.432,anger,5,negative,-1,Doubt
6220,999001619,"The problem for the Guardian, which should have been obvious to its editors from the outset, is that any visits by Manafort would be easily verifiable without relying on unnamed   ""  sources",4067,4253,0.506,0.505,0.122,0.438,0.375,anger,5,negative,-1,Doubt
6221,999001619,Russians,4633,4641,0.387,0.416,0.287,0.427,0.458,sadness,4,negative,-1,"Name_Calling,Labeling"
6222,999001619,simply preposterous,4790,4809,0.446,0.364,0.331,0.431,0.418,anger,4,negative,-1,Loaded_Language
6223,999001619,Russians,5341,5349,0.387,0.416,0.287,0.427,0.458,sadness,4,negative,-1,"Name_Calling,Labeling"
6224,999001619,Russians,5341,5349,0.387,0.416,0.287,0.427,0.458,sadness,4,negative,-1,Repetition
6225,999001619,"In fact, the Guardian obtained the embassy  '  s logs in May, and has never made any mention of either Manafort or   ""  Russians  ""   being identified in them.
It did not refer to the logs in its latest story",5229,5425,0.464,0.404,0.158,0.409,0.383,anger,5,negative,-1,Doubt
6226,999001619,this latest fabrication,5452,5476,0.426,0.373,0.378,0.428,0.522,joy,4,positive,1,"Name_Calling,Labeling"
6227,999001619,Russians,5603,5611,0.387,0.416,0.287,0.427,0.458,sadness,4,negative,-1,"Name_Calling,Labeling"
6228,999001619,Russians,5900,5908,0.387,0.416,0.287,0.427,0.458,sadness,4,negative,-1,"Name_Calling,Labeling"
6229,999001619,"No fact-checking
It is worth noting it should be vitally important for a serious publication like the Guardian to ensure its claims are unassailably true  -  both because Assange  '  s personal fate rests on their veracity, and because, even more importantly, a fundamental right, the freedom of the press, is at stake",5911,6223,0.462,0.412,0.248,0.364,0.467,anger,5,negative,-1,Doubt
6230,999001619,the most stringent checks imaginable,6304,6341,0.454,0.414,0.288,0.441,0.425,anger,5,negative,-1,"Exaggeration,Minimisation"
6231,999001619,"Given this, one would have expected the Guardian  '  s editors to have insisted on the most stringent checks imaginable before going to press with Harding  '  s story.
At a very minimum, they should have sought out a response from Assange and Manafort before publication.
Neither precaution was taken",6225,6517,0.475,0.444,0.151,0.433,0.373,anger,5,negative,-1,Doubt
6232,999001619,"I worked for the Guardian for a number of years, and know well the layers of checks that any highly sensitive story has to go through before publication.
In that lengthy process, a variety of commissioning editors, lawyers, backbench editors and the editor herself, Kath Viner, would normally insist on cuts to anything that could not be rigorously defended and corroborated",6519,6893,0.431,0.436,0.239,0.391,0.447,fear,4,negative,-1,Appeal_to_Authority
6233,999001619,"And yet this piece seems to have been casually waved through, given a green light even though its profound shortcomings were evident to a range of well-placed analysts and journalists from the outset",6895,7094,0.462,0.437,0.256,0.451,0.43,anger,5,negative,-1,Doubt
